Name,URL
12oz 烫金品牌白色马克杯,https://www.starbucks.com.cn/images/products/12oz-white-gilded-brand-mug.jpg
16oz 烫金品牌黑色马克杯,https://www.starbucks.com.cn/images/products/16oz-black-gilded-brand-mug.jpg
16oz 原木黑色拎绳不锈钢保温杯,https://www.starbucks.com.cn/images/products/16oz-black-wooden-stainless-steel-bottle-with-strap.jpg
16oz 彰显本色黑色/深灰不锈钢随行杯,https://www.starbucks.com.cn/images/products/16oz-true-essence-stainless-steel-travel-bottle.jpg
16oz 烫金品牌白色马克杯,https://www.starbucks.com.cn/images/products/16oz-white-gilded-brand-mug.jpg
3oz 烫金品牌黑色试尝杯,https://www.starbucks.com.cn/images/products/3oz-black-gilded-brand-mug.jpg
3oz 烫金品牌白色试尝杯,https://www.starbucks.com.cn/images/products/3oz-white-gilded-brand-mug.jpg
500ml 黑色Logo水瓶,https://www.starbucks.com.cn/images/products/500ml-black-logo-water-bottle.jpg
500ml 白色Logo水瓶,https://www.starbucks.com.cn/images/products/500ml-white-logo-water-bottle.jpg
12oz 纯黑/古铜亮面品牌桌面杯,https://www.starbucks.com.cn/images/products/12oz-black-bronze-brand-handle-mug.jpg
16oz 香槟金品牌不锈钢桌面杯,https://www.starbucks.com.cn/images/products/16oz-champagne-gold-brand-stainless-steel-cup.jpg
500ml 金色Logo水瓶,https://www.starbucks.com.cn/images/products/500ml-gold-logo-water-bottle.jpg
9oz 臻选玻璃杯,https://www.starbucks.com.cn/images/products/9oz-reserve-glass-cup.jpg
